AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AccMagnitude,GyroMagnitude,JerkX,JerkY,JerkZ,JerkMagnitude
4.933154,-2.9460795,-0.5215621,0.22678372,-1.2907583,-0.30917418,5.769525095897639,1.3465052982645858,4.3698014,-4.180786100000001,0.2079501,6.051229621612882
2.3970966,2.6750638,-3.0067048,0.014202617,0.009162978,0.054901514,4.684262182899783,0.0574443272653564,-2.5360574,5.6211433,-2.4851427,6.648667037428852
-0.14744043,0.042525113,0.12718773,0.017256944,-0.0030543262,0.07506007,0.1993082644969861,0.0770788241552765,-2.54453703,-2.6325386870000003,3.13389253,4.819357947401573
0.08691335,0.36009634,0.52054214,0.066737026,-0.007941248,0.16607898,0.6388954718930145,0.1791622774385349,0.23435378,0.317571227,0.39335441,0.5572260495391633
-1.1222702,1.0588378,1.1569757,0.088728175,0.0,0.38171443,1.9285281068492028,0.3918910500496988,-1.20918355,0.69874146,0.6364335600000001,1.5347352090206987
-2.3459933,1.8451544,-0.35708904,0.19501872,-0.14905111,0.5209917,3.005959398590136,0.5759174298556698,-1.2237231,0.7863165999999999,-1.51406474,2.09956758829537
-2.3490958,-0.3117493,0.4684677,0.071013086,0.04520403,0.39209914,2.415553909473233,0.4010336623030838,-0.0031025000000002,-2.1569037,0.82555674,2.3094993239963
-0.80549514,0.9258895,-0.7268076,-0.010842858,-0.100792766,0.098883815,1.426303990806879,0.1416148230818128,1.54360066,1.2376388,-1.1952753,2.311522407334172
-1.3858209,-1.4002728,2.3459988,0.04230242,-0.22235495,-0.01656972,3.063490468550227,0.2269488359702188,-0.5803257599999999,-2.3261623,3.0728064,3.8974284092901343
0.4490471,1.1195741,1.0929928,0.025809057,0.0030543262,-0.14301883,1.627796892815888,0.145361006003447,1.834868,2.5198469,-1.2530059999999998,3.35952273588074
1.3141806,-0.4459901,0.67918015,-0.02977968,0.04886922,-0.13385585,1.5450771808775097,0.1455761607665668,0.8651335,-1.5655642,-0.41381265,1.835943394128455
0.34996748,-0.27857393,-0.3148222,0.07284568,0.014660766,-0.06299548,0.5469860045248282,0.0974159209513494,-0.96421312,0.1674161699999999,-0.99400235,1.3949106733275525
0.4279709,-1.3410674,0.23682213,-0.031612277,-0.017104227,-0.025732698,1.4274822534263978,0.0442047778498146,0.0780034199999999,-1.06249347,0.55164433,1.1997034525854655
-0.5127404,-0.96300614,0.5778246,-0.055436023,-0.064751714,0.010919216,1.2345706994072958,0.0859369908133219,-0.9407113,0.37806126,0.34100247,1.0696498262546386
-0.69294643,-1.2386423,-0.025651932,0.061239243,-0.073303826,0.09277516,1.4195307407077762,0.1331575236420268,-0.18020603,-0.27563616,-0.6034765320000001,0.6874834038888893
-0.03834319,0.6300885,0.16882133,0.016035212,-0.10140363,0.123929285,0.6534388720565949,0.1609294624413847,0.65460324,1.8687308,0.1944732619999999,1.9895929368391057
0.9135362,0.26838923,0.3909006,0.034972034,0.025045475,0.061621033,1.029264031515137,0.0751496552757221,0.95187939,-0.3616992700000001,0.22207927,1.0422187568783428
0.3537147,-0.20214415,-0.24418926,-0.0047342055,0.0842994,0.10987939,0.4749786743367117,0.1385722984180039,-0.5598215,-0.47053338,-0.63508986,0.9685767413226968
0.09150833,-1.2763027,-0.51745224,0.056963183,0.04153884,0.11293371,1.380246056747744,0.1331326492653143,-0.26220637,-1.07415855,-0.27326298,1.1389650684920762
1.053682,-0.18578833,1.6390381,0.016035212,0.0012217305,0.14469871,1.9573474280106224,0.1455896195645956,0.96217367,1.09051437,2.15649034,2.60104793283997
-0.68784297,-0.25782818,1.4398193,0.046578474,0.06352998,0.17524196,1.6163795774610068,0.1921336960129864,-1.74152497,-0.07203985,-0.1992188000000001,1.754362303344142
-0.73779047,0.6672817,0.25414371,0.017256944,-0.019547688,0.15813774,1.0267369040364114,0.1602730764497645,-0.0499474999999999,0.92510988,-1.1856755899999998,1.504709157130278
-0.05156353,1.1686883,-0.023550034,0.060628377,0.014660766,0.18562667,1.170062282224477,0.1958264506461008,0.68622694,0.5014065999999999,-0.277693744,0.8941083866970833
-0.8580096,0.3717894,-0.9527216,0.00992656,-0.058643065,0.17096591,1.3349480434650185,0.1810162645956322,-0.80644607,-0.7968989,-0.929171566,1.465865928283534
-0.7279693,-0.8975422,0.44747257,0.08017606,-0.03176499,0.12942708,1.2392550195281578,0.1555267958396562,0.1300403,-1.2693316,1.40019417,1.8943750695373496
-1.423011,-1.219429,-0.88558006,-0.01817324,-0.061086524,0.10682506,2.0727323596720355,0.124392216438585,-0.6950417,-0.3218868000000001,-1.33305263,1.537440532542006
0.1896205,0.11408794,0.008388519,-0.32238412,-0.6603453,0.12331842,0.2214550955040478,0.7451139971652397,1.6126315,1.33351694,0.893968579,2.2755279836333573
-0.2191664,-1.4960496,-0.5122204,0.0032070426,-0.047647487,0.075670935,1.596423519848439,0.0894799337473358,-0.4087869,-1.6101375400000002,-0.5206089190000001,1.7408857727809746
0.74259686,-1.0413811,0.42638397,-0.00290161,0.018325957,0.05795584,1.3482314273862743,0.0608534257923376,0.96176326,0.4546685000000001,0.93860437,1.418693122758116
-0.0027484894,-0.7756457,2.337782,0.025809057,-0.07574729,-0.05627596,2.4630993657679485,0.097830174483617,-0.7453453494000001,0.2657353999999999,1.91139803,2.068718787504297
0.485013,0.7731531,-1.0256262,0.00870483,-0.040317107,-0.06849326,1.372921129684823,0.0799535480613959,0.4877614894,1.5487988,-3.3634082,3.734863279057265
-0.14556885,-0.9049087,-0.63170624,0.010537425,-0.01038471,-0.08071057,1.1131499535466685,0.0820553205900728,-0.63058185,-1.6780618,0.39391996,1.8354012664959845
-0.05048275,0.017096534,-1.1174922,-0.012675454,-0.20463985,-0.19433151,1.1187625380674917,0.2824940196199005,0.0950861,0.922005234,-0.48578596,1.046481254906043
0.18528461,-2.137889,0.13710213,-0.08659015,-0.027488936,-0.20593795,2.1502782975871724,0.2250865054365479,0.2357673599999999,-2.154985534,1.25459433,2.504706735859267
-1.5296624,-1.1439502,-0.19689465,-0.008399397,0.08307768,-0.00496328,1.9202230654932837,0.0836485799790074,-1.7149470100000002,0.9939388,-0.33399678,2.0101023442361705
-0.8928057,0.37232095,1.4253731,-0.033444874,0.02565634,0.007254025,1.722618176487466,0.0427718161617215,0.6368567,1.51627115,1.62226775,2.3100686806558963
0.8456969,-0.33443695,0.595294,-0.04016439,-0.087964594,0.0023671028,1.0869343432935186,0.096729267532235,1.7385026,-0.7067578999999999,-0.8300791000000001,2.052054904644605
-0.9929393,-0.43409896,0.38933182,-0.01817324,0.008552114,0.0048105638,1.1514988608861425,0.020653010193201,-1.8386362,-0.0996620099999999,-0.20596218,1.8528183968694916
1.4454429,0.08674666,0.6754675,-0.017562376,0.014660766,-0.048945576,1.5978380718138545,0.0540281826498347,2.4383822,0.52084562,0.28613568,2.509753282798747
0.5455203,0.19482458,-0.65019226,-0.035888333,-0.026267206,0.029245174,0.8708036458629316,0.0532279884915408,-0.8999226,0.10807792,-1.32565976,1.605900159432567
0.006242156,-1.743127,0.08949566,-0.024892759,0.01038471,0.032910366,1.745434093799982,0.0425509558373268,-0.539278144,-1.93795158,0.7396879199999999,2.143272139046861
-0.12760854,-2.4735255,0.7583132,0.00076358154,-0.021380283,0.007254025,2.5902994514004405,0.0225902730534392,-0.133850696,-0.7303985,0.66881754,0.9993572331421764
0.44688582,4.245151,0.6169777,0.04230242,0.08307768,0.009697486,4.312965966851044,0.0937306614014805,0.57449436,6.7186765,-0.1413355,6.744674447657523
0.09298968,0.54208815,-0.7217827,0.03436117,0.070249505,-7.6358156e-05,0.9074562848844095,0.0782028694299762,-0.3538961399999999,-3.70306285,-1.3387604,3.953504313588792
0.04341948,-0.025247455,-0.5935974,0.01786781,-0.021380283,-0.011682798,0.5957185228899698,0.0302136211743146,-0.0495702,-0.567335605,0.1281852999999999,0.5837451195212222
1.0281973,0.3825208,1.8312244,0.061239243,-0.03848451,-0.0019089539,2.134688420663608,0.0723529301282641,0.98477782,0.4077682549999999,2.4248218,2.648739901595651
0.21077204,0.053487718,-0.49776363,0.027030786,0.023823744,-0.009850202,0.5431891200800933,0.0373531879415416,-0.81742526,-0.329033082,-2.32898803,2.490106838796233
-1.2056757,-1.0763421,-1.3311529,0.030695979,0.02687807,-0.008017606,2.093832431925084,0.0415807140350496,-1.41644774,-1.129829818,-0.83338927,1.9943363039227244
-0.416489,1.7567708,0.5092516,0.012370021,-0.016493361,-0.0037415496,1.8759114912373127,0.0209534620057407,0.7891867,2.8331129,1.8404045,3.4693562911905644
